#separator:tab
#html:true
#notetype:Basic
#tags column:3
#deck column:4
<div class="word">mount</div><div class="phon">英 /maʊnt/ 美 /maʊnt/</div>[sound:yd_mount_uk.mp3]	<ul class="trans"><li><i>v.</i> 装配<div class="en">If you mount an object on something, you fix it there firmly</div></li></ul><div class="label">例句</div><ul><li>Her husband mounts the work on velour paper and makes the frame.<div class="cn">她丈夫把作品装裱到丝绒纸上，又做了框架。</div></li></ul><div class="label">搭配</div><ul><li>mount everest — 埃佛勒斯峰（喜马拉雅山主峰之一，中国称珠穆朗玛峰）</li><li>surface mount — 表面黏着方式</li><li>mount up — 增长；上升</li><li>mount qomolangma — 珠穆朗玛峰</li></ul><div class="rel">同根 mounting <i>adj.</i> · mounted <i>adj.</i> · mounting <i>n.</i> · mounting <i>v.</i> · mounted <i>v.</i></div>	共有	英语::1-六级雅思共有
<div class="word">array</div><div class="phon">英 /ə&#x27;reɪ/ 美 /ə&#x27;re/</div>[sound:yd_array_uk.mp3]	<ul class="trans"><li><i>v.</i> （美观地）排列<div class="en">to arrange something in an attractive way</div></li><li><i>n.</i> 陈列<div class="en">An array of objects is a collection of them that is displayed or arranged in a particular way.</div></li></ul><div class="label">真题</div><ul><li>...But an array of countries are rushing to assert greater influence here... <span class="src">2016.12 阅读理解</span></li><li>...They are a vital part of an array of data that we use to assess if we&#x27;re doing well or doing badly... <span class="src">2015.6 阅读理解</span></li></ul><div class="label">例句</div><ul><li>make-up arrayed on the bathroom counter<div class="cn">盥洗台上摆放整齐的化妆品</div></li><li>We visited the local markets and saw wonderful arrays of fruit and vegetables.<div class="cn">我们参观了当地的市场，看到了漂亮地摆放着的水果蔬菜。</div></li></ul><div class="label">搭配</div><ul><li>an array of — 一排；一批；大量</li><li>phased array — 相控阵；相位排列</li><li>antenna array — 天线阵</li><li>gate array — [计]门阵列；门数组</li></ul>	共有 有真题例句	英语::1-六级雅思共有
<div class="word">diversion</div><div class="phon">英 /daɪ&#x27;vɜːʃ(ə)n; dɪ-/ 美 /dəˈvɝʒən; dəˈvɝʃən; daɪˈvɝʒən; daɪˈvɝʃən/</div>[sound:yd_diversion_uk.mp3]	<ul class="trans"><li><i>n.</i> 转移；改道；娱乐<div class="en">a change in the direction or use of something, or the act of changing it</div></li></ul><div class="rem">助记 di(离开) ＋ vers(转) ＋ ion → 转开 → 转向， 转移</div><div class="label">例句</div><ul><li>A slight diversion in the road is causing major headaches for businesses along El Camino Real.<div class="cn">马路上的一小段绕行道让国王大道沿街的商家十分头疼。</div></li><li>The party will make a pleasant diversion.<div class="cn">晚会会是个很不错的消遣。</div></li></ul><div class="label">搭配</div><ul><li>south-to-north water diversion — 南水北调</li><li>diversion tunnel — 导流洞；导流隧洞</li><li>river diversion — 导流；河流改道</li><li>trade diversion — 贸易转移，贸易转向；贸易多样化</li></ul><div class="rel">同根 diverting <i>adj.</i> · diversionary <i>adj.</i> · divertingly <i>adv.</i> · diversionist <i>n.</i> · diverting <i>v.</i> · divert <i>vi.</i> · divert <i>vt.</i></div>	共有	英语::1-六级雅思共有
<div class="word">convert</div><div class="phon">英 /kən&#x27;vɜːt/ 美 /kən&#x27;vɝt/</div>[sound:yd_convert_uk.mp3]	<ul class="trans"><li><i>v.</i> 转变，改变，变换<div class="en">to change something into a different form, or to change something so that it can be used for a different purpose or in a different way</div></li></ul><div class="rem">助记 con ＋ vert(转) → (使)转变</div><div class="label">真题</div><ul><li>...Once large issuers convert together... <span class="src">2015.6 阅读理解</span></li><li>...are now offering to convert your magstripe card to a chip-and-PIN model... <span class="src">2015.6 阅读理解</span></li></ul><div class="label">例句</div><ul><li>a 19th-century converted barn<div class="cn">由19世纪谷仓改建的房子</div></li></ul><div class="label">搭配</div><ul><li>convert into — 使转变；把…转化成；折合</li></ul><div class="rel">同根 convertible <i>adj.</i> · converted <i>adj.</i> · conversion <i>n.</i> · converter <i>n.</i> · convertible <i>n.</i> · converted <i>v.</i></div>	共有 有真题例句	英语::1-六级雅思共有
<div class="word">transition</div><div class="phon">英 /træn&#x27;zɪʃ(ə)n; trɑːn-; -&#x27;sɪʃ-/ 美 /træn&#x27;zɪʃən/</div>[sound:yd_transition_uk.mp3]	<ul class="trans"><li><i>n.</i> 转变，变迁；过渡<div class="en">when something changes from one form or state to another</div></li></ul><div class="label">真题</div><ul><li>...who had led Nokia&#x27;s transition from an industrial company to a technology giant... <span class="src">2015.12 阅读理解</span></li><li>...When you hear people speaking of making a rapid transition toward any type of energy... <span class="src">2015.12 阅读理解</span></li></ul><div class="label">例句</div><ul><li>Making the transition from youth to adulthood can be very painful.<div class="cn">从青少年过渡到成年有时是一个非常痛苦的过程。</div></li><li>a society that is in transition<div class="cn">一个正在转型的社会</div></li></ul><div class="label">搭配</div><ul><li>transition period — 过渡时期</li><li>phase transition — 相变</li><li>transition temperature — [电]转移温度</li><li>transition metal — 过渡金属</li></ul><div class="rel">同根 transitional <i>adj.</i> · transitive <i>adj.</i> · transit <i>n.</i> · transitive <i>n.</i> · transitivity <i>n.</i> · transit <i>vi.</i> · transit <i>vt.</i></div>	共有 有真题例句	英语::1-六级雅思共有
<div class="word">patent</div><div class="phon">英 /&#x27;pæt(ə)nt; &#x27;peɪt(ə)nt/ 美 /&#x27;pætnt/</div>[sound:yd_patent_uk.mp3]	<ul class="trans"><li><i>adj.</i> 专利的<div class="en">protected by a patent</div></li><li><i>n.</i> 专利<div class="en">A patent is an official right to be the only person or company allowed to make or sell a new product for a certain period of time.</div></li></ul><div class="label">真题</div><ul><li>...they can set up the practice of giving premiums or issuing patent certificate to inventors... <span class="src">2016.12 写作题</span></li><li>...Have we really gotten to the point that planting a seed can lead to a high-stakes Supreme Court patent lawsuit... <span class="src">2013.12 阅读理解</span></li></ul><div class="label">例句</div><ul><li>a patent lock<div class="cn">专利锁</div></li><li>He held a number of patents for his many innovations.<div class="cn">他为他的许多革新申请了几项专利。</div></li></ul><div class="label">搭配</div><ul><li>national patent — 国家专利</li><li>patent law — 专利法，专利权法</li><li>patent application — 专利申请书</li><li>patent protection — 专利保护</li></ul><div class="rel">同根 patented <i>adj.</i> · patentee <i>n.</i></div>	共有 有真题例句	英语::1-六级雅思共有
<div class="word">clutch</div><div class="phon">英 /klʌtʃ/ 美 /klʌtʃ/</div>[sound:yd_clutch_uk.mp3]	<ul class="trans"><li><i>v.</i> 抓住，掌握，攫<div class="en">to hold something tightly because you do not want to lose it</div></li></ul><div class="rem">助记 和catch(v. 抓住)一起记忆</div><div class="label">例句</div><ul><li>She was clutching a bottle of champagne.<div class="cn">她手里紧紧抓着一瓶香槟酒。</div></li></ul><div class="label">搭配</div><ul><li>in the clutch — [口语]在关键时刻</li><li>electromagnetic clutch — 电磁离合器</li><li>clutch at — 抓住</li><li>friction clutch — 摩擦离合器</li></ul>	共有	英语::1-六级雅思共有
<div class="word">coin</div><div class="phon">英 /kɒɪn/ 美 /kɔɪn/</div>[sound:yd_coin_uk.mp3]	<ul class="trans"><li><i>v.</i> 铸造（硬币）<div class="en">to make pieces of money from metal</div></li></ul><div class="label">真题</div><ul><li>...Every coin has two sides... <span class="src">2015.12 写作题</span></li></ul><div class="label">搭配</div><ul><li>gold coin — 金币；小钱</li><li>false coin — n. 假币</li><li>silver coin — 银币</li><li>copper coin — n. 铜币</li></ul><div class="rel">同根 coinage <i>n.</i> · coiner <i>n.</i></div>	共有 有真题例句	英语::1-六级雅思共有
<div class="word">inject</div><div class="phon">英 /ɪn&#x27;dʒekt/ 美 /ɪn&#x27;dʒɛkt/</div>[sound:yd_inject_uk.mp3]	<ul class="trans"><li><i>v.</i> 注射；注满；喷射<div class="en">to put liquid, especially a drug, into someone’s body by using a special needle</div></li></ul><div class="rem">助记 in(进入) ＋ ject(扔) → 扔到里面 → 投入， 引入</div><div class="label">例句</div><ul><li>His son was injected with strong drugs.<div class="cn">他的儿子被注射了强效的药。</div></li></ul><div class="rel">同根 injectable <i>adj.</i> · injection <i>n.</i> · injector <i>n.</i> · injectable <i>n.</i></div>	共有	英语::1-六级雅思共有
<div class="word">storage</div><div class="phon">英 /&#x27;stɔːrɪdʒ/ 美 /&#x27;stɔrɪdʒ/</div>[sound:yd_storage_uk.mp3]	<ul class="trans"><li><i>n.</i> 贮藏；保管<div class="en">the process of keeping or putting something in a special place while it is not being used</div></li></ul><div class="label">真题</div><ul><li>...as around 75% of the local harvest goes to waste thanks to a lack of proper storage facilities... <span class="src">2017.12 阅读理解</span></li><li>...But Sadoway isn&#x27;t alone in trumpeting energy storage as a missing link to a cleaner... <span class="src">2016.12 阅读理解</span></li></ul><div class="label">例句</div><ul><li>the storage of highly radioactive material<div class="cn">高放射性材料的存放</div></li><li>storage costs<div class="cn">保管费用</div></li></ul><div class="label">搭配</div><ul><li>data storage — 数据存储</li><li>storage system — 存储系统；存储器存储系统</li><li>energy storage — 蓄能；能量储存；储能器</li><li>storage tank — 储油罐；储蓄槽</li></ul><div class="rel">同根 stored <i>adj.</i> · store <i>n.</i> · storekeeper <i>n.</i> · stored <i>v.</i> · store <i>vt.</i></div>	共有 有真题例句	英语::1-六级雅思共有
<div class="word">metropolitan</div><div class="phon">英 /metrə&#x27;pɒlɪt(ə)n/ 美 /,mɛtrə&#x27;pɑlɪtən/</div>[sound:yd_metropolitan_uk.mp3]	<ul class="trans"><li><i>adj.</i> 主要都市的<div class="en">relating or belonging to a very large city</div></li><li><i>n.</i> （东正教和天主教的）大主教<div class="en">a metropolitan is an important priest in the Orthodox and Catholic Churches. He has authority over other priests and is in charge of a particular area.</div></li></ul><div class="label">真题</div><ul><li>...None of the chain’s stores in the Washington metropolitan area are to be closed... <span class="src">2017.6 阅读理解</span></li><li>...why the Salt Lake City metro area is one of the 100 largest metropolitan areas most likely to lift the fortunes of the poor and the Atlanta metro area is one of the least likely... <span class="src">2015.12 阅读理解</span></li></ul><div class="label">例句</div><ul><li>a metropolitan area of South Australia<div class="cn">南澳大利亚的一个都市区</div></li><li>...the Ukrainian Catholic representatives, Metropolitan Volodymyr and Bishop Sofron.<div class="cn">乌克兰的天主教代表——弗拉基米尔大主教和索夫龙主教</div></li></ul><div class="label">搭配</div><ul><li>metropolitan area — 大城市区域，大都市区；大都会区</li><li>metropolitan museum — 大都会博物馆</li><li>metropolitan police — 都市警察</li><li>metropolitan museum of art — 大都会艺术博物馆</li></ul>	共有 有真题例句	英语::1-六级雅思共有
<div class="word">eject</div><div class="phon">英 /ɪ&#x27;dʒekt/ 美 /ɪ&#x27;dʒɛkt/</div>[sound:yd_eject_uk.mp3]	<ul class="trans"><li><i>v.</i> 逐出，排斥；喷射<div class="en">to make someone leave a place or building by using force</div></li></ul><div class="rem">助记 e(出) ＋ ject(扔) → 被扔出来 → 逐出， 驱逐</div><div class="label">例句</div><ul><li>The demonstrators were ejected from the hall.<div class="cn">示威者被赶出大厅。</div></li><li>Two engines cut out and the plane started to eject fuel as it lost height.<div class="cn">两个发动机突然熄火，飞机在下降的同时开始喷出燃料。</div></li></ul><div class="rel">同根 ejector <i>n.</i> · ejection <i>n.</i></div>	共有	英语::1-六级雅思共有
<div class="word">wrinkle</div><div class="phon">英 /&#x27;rɪŋkl/ 美 /&#x27;rɪŋkl/</div>[sound:yd_wrinkle_uk.mp3]	<ul class="trans"><li><i>n.</i> 皱纹<div class="en">wrinkles are lines on your face and skin that you get when you are old</div></li><li><i>vt.</i> 使起皱纹<div class="en">if you wrinkle a part of your face, or if it wrinkles, small lines appear on it</div></li></ul><div class="rem">助记 眼睛一眨一眨(twinkle)都起皱纹(wrinkle)了</div><div class="label">例句</div><ul><li>Her face was a mass of wrinkles.<div class="cn">她的脸上布满皱纹。</div></li><li>Alex wrinkled up her nose at the smell.<div class="cn">闻到那股味道，亚历克丝皱起了鼻子。</div></li></ul><div class="label">搭配</div><ul><li>wrinkle recovery — 褶皱回复；折痕回复力</li><li>wrinkle up — 使起皱纹</li></ul><div class="rel">同根 wrinkled <i>adj.</i> · wrinkly <i>adj.</i> · wrinkly <i>n.</i></div>	共有	英语::1-六级雅思共有
<div class="word">axis</div><div class="phon">英 /&#x27;æksɪs/ 美 /&#x27;æksɪs/</div>[sound:yd_axis_uk.mp3]	<ul class="trans"><li><i>n.</i> 轴，轴线<div class="en">the imaginary line around which a large round object, such as the Earth, turns</div></li></ul><div class="rem">助记 ax(斧头) ＋ is → 劈柴不照纹， 累死劈柴人 → 中心线</div><div class="label">例句</div><ul><li>The Earth rotates on an axis between the north and south poles.<div class="cn">地球绕着南北两极之间的地轴自转。</div></li></ul><div class="label">搭配</div><ul><li>principal axis — [物]主轴</li><li>central axis — 中心轴；中央轴</li><li>vertical axis — 垂直轴；纵轴</li><li>optical axis — 光轴；视轴</li></ul>	共有	英语::1-六级雅思共有
<div class="word">anniversary</div><div class="phon">英 /ænɪ&#x27;vɜːs(ə)rɪ/ 美 /,ænɪ&#x27;vɝsəri/</div>[sound:yd_anniversary_uk.mp3]	<ul class="trans"><li><i>n.</i> 周年纪念日<div class="en">a date on which something special or important happened in a previous year</div></li></ul><div class="rem">助记 anni(年) + vers(转) + ary → 每年都会转到的日子 → 周年(纪念日)</div><div class="label">例句</div><ul><li>Jack and Kim celebrated their twentieth wedding anniversary in January.<div class="cn">1月，杰克和金庆祝了他们的结婚20周年纪念日。</div></li></ul><div class="label">搭配</div><ul><li>wedding anniversary — 结婚纪念日；结婚周年纪念日</li><li>happy anniversary — 周年纪念快乐</li><li>silver anniversary — 二十五周年纪念日</li></ul>	共有	英语::1-六级雅思共有
